1.308469999999999978e+01,-2.003507999999999925e+02,1.751860200000000077e+03
1.341900000000000048e+01,-2.009893999999999892e+02,1.752149100000000089e+03
1.365789999999999971e+01,-2.016879999999999882e+02,1.752355600000000095e+03
1.380429999999999957e+01,-2.024317000000000064e+02,1.752454400000000078e+03
1.386679999999999957e+01,-2.032030000000000030e+02,1.752429699999999912e+03
1.385849999999999937e+01,-2.039844999999999970e+02,1.752277000000000044e+03
1.379560000000000031e+01,-2.047616999999999905e+02,1.752004300000000057e+03
1.369439999999999991e+01,-2.055244999999999891e+02,1.751630300000000034e+03
1.356910000000000061e+01,-2.062684000000000140e+02,1.751181299999999965e+03
1.342960000000000065e+01,-2.069935999999999865e+02,1.750686400000000049e+03
1.328030000000000044e+01,-2.077041999999999859e+02,1.750173299999999927e+03
1.311999999999999922e+01,-2.084059000000000026e+02,1.749664199999999937e+03
1.294260000000000055e+01,-2.091038000000000068e+02,1.749173199999999952e+03
1.273930000000000007e+01,-2.098008000000000095e+02,1.748705200000000104e+03
1.250050000000000061e+01,-2.104954999999999927e+02,1.748256800000000112e+03
1.221829999999999927e+01,-2.111824000000000012e+02,1.747818600000000060e+03
1.188799999999999990e+01,-2.118516999999999939e+02,1.747378200000000106e+03
1.150880000000000081e+01,-2.124915000000000020e+02,1.746923299999999927e+03
1.108409999999999940e+01,-2.130892000000000053e+02,1.746444700000000012e+03
1.062020000000000053e+01,-2.136340999999999894e+02,1.745937899999999900e+03
1.012540000000000084e+01,-2.141191000000000031e+02,1.745403700000000072e+03
9.607499999999999929e+00,-2.145425999999999931e+02,1.744847700000000032e+03
9.073199999999999932e+00,-2.149089999999999918e+02,1.744278499999999894e+03
8.526899999999999480e+00,-2.152281999999999869e+02,1.743705699999999979e+03
7.970900000000000318e+00,-2.155143999999999949e+02,1.743137899999999945e+03
7.405499999999999972e+00,-2.157840999999999951e+02,1.742580699999999979e+03
6.830499999999999794e+00,-2.160535999999999888e+02,1.742036399999999958e+03
6.246199999999999974e+00,-2.163367000000000075e+02,1.741503200000000106e+03
5.654300000000000104e+00,-2.166425999999999874e+02,1.740976400000000012e+03
5.058399999999999785e+00,-2.169749999999999943e+02,1.740449299999999994e+03
4.464000000000000412e+00,-2.173315000000000055e+02,1.739914600000000064e+03
3.877499999999999947e+00,-2.177044999999999959e+02,1.739365700000000061e+03
3.305400000000000116e+00,-2.180826999999999884e+02,1.738797800000000052e+03
2.752699999999999925e+00,-2.184532000000000096e+02,1.738208100000000059e+03
2.221900000000000208e+00,-2.188036999999999921e+02,1.737596199999999953e+03
1.712900000000000089e+00,-2.191247999999999934e+02,1.736963199999999915e+03
1.222800000000000109e+00,-2.194111000000000047e+02,1.736311599999999999e+03
7.465000000000000524e-01,-2.196628000000000043e+02,1.735644199999999955e+03
2.787000000000000033e-01,-2.198846000000000060e+02,1.734963999999999942e+03
-1.854999999999999982e-01,-2.200858000000000061e+02,1.734273599999999988e+03
-6.490000000000000213e-01,-2.202778000000000134e+02,1.733574900000000071e+03
-1.112100000000000088e+00,-2.204724999999999966e+02,1.732869699999999966e+03
-1.572500000000000009e+00,-2.206805999999999983e+02,1.732159200000000055e+03
-2.025700000000000056e+00,-2.209095000000000084e+02,1.731444600000000037e+03
-2.466400000000000148e+00,-2.211622999999999877e+02,1.730726599999999962e+03
-2.889899999999999913e+00,-2.214379999999999882e+02,1.730006200000000035e+03
-3.293400000000000105e+00,-2.217315000000000111e+02,1.729283899999999903e+03
-3.676899999999999835e+00,-2.220349999999999966e+02,1.728559700000000021e+03
-4.043499999999999872e+00,-2.223397999999999968e+02,1.727833699999999908e+03
-4.399099999999999788e+00,-2.226375999999999920e+02,1.727105800000000045e+03
-4.751400000000000290e+00,-2.229225999999999885e+02,1.726375700000000052e+03
-5.108299999999999841e+00,-2.231923999999999921e+02,1.725643900000000031e+03
-5.477199999999999847e+00,-2.234481000000000108e+02,1.724911299999999983e+03
-5.862899999999999778e+00,-2.236946000000000083e+02,1.724179900000000089e+03
-6.267699999999999605e+00,-2.239393000000000029e+02,1.723452500000000100e+03
-6.690900000000000070e+00,-2.241906999999999925e+02,1.722732500000000073e+03
-7.129599999999999937e+00,-2.244568999999999903e+02,1.722023400000000038e+03
-7.579200000000000159e+00,-2.247442000000000064e+02,1.721328199999999924e+03
-8.034900000000000375e+00,-2.250558000000000050e+02,1.720648699999999963e+03
-8.492300000000000182e+00,-2.253914000000000044e+02,1.719984999999999900e+03
-8.948199999999999932e+00,-2.257475000000000023e+02,1.719335100000000011e+03
-9.400999999999999801e+00,-2.261177999999999884e+02,1.718695200000000114e+03
-9.849899999999999878e+00,-2.264944999999999879e+02,1.718060099999999920e+03
-1.029519999999999946e+01,-2.268696999999999946e+02,1.717423900000000003e+03
-1.073680000000000057e+01,-2.272368999999999915e+02,1.716780600000000049e+03
-1.117469999999999963e+01,-2.275913999999999930e+02,1.716125800000000027e+03
-1.160790000000000077e+01,-2.279313999999999965e+02,1.715456500000000005e+03
-1.203509999999999991e+01,-2.282574999999999932e+02,1.714772099999999909e+03
-1.245490000000000030e+01,-2.285723000000000127e+02,1.714073799999999892e+03
-1.286609999999999943e+01,-2.288795000000000073e+02,1.713364600000000110e+03
-1.326880000000000059e+01,-2.291825000000000045e+02,1.712648500000000013e+03
-1.366409999999999947e+01,-2.294839000000000055e+02,1.711929200000000037e+03
-1.405439999999999934e+01,-2.297840999999999951e+02,1.711210000000000036e+03
-1.444280000000000008e+01,-2.300818999999999903e+02,1.710492500000000064e+03
-1.483270000000000088e+01,-2.303740999999999985e+02,1.709776599999999917e+03
-1.522610000000000063e+01,-2.306564999999999941e+02,1.709060799999999972e+03
-1.562400000000000055e+01,-2.309245999999999981e+02,1.708342499999999973e+03
-1.602499999999999858e+01,-2.311750999999999863e+02,1.707618400000000065e+03
-1.642589999999999861e+01,-2.314059000000000026e+02,1.706885700000000043e+03
-1.682189999999999941e+01,-2.316173000000000002e+02,1.706142499999999927e+03
-1.720810000000000173e+01,-2.318117000000000019e+02,1.705388200000000097e+03
-1.770619999999999905e+01,-2.320548000000000002e+02,1.704349400000000060e+03
-1.793540000000000134e+01,-2.321667999999999950e+02,1.703850799999999936e+03
-1.827410000000000068e+01,-2.323371999999999957e+02,1.703072499999999991e+03
-1.859880000000000067e+01,-2.325080000000000098e+02,1.702291799999999967e+03
-1.891469999999999985e+01,-2.326808000000000050e+02,1.701511199999999917e+03
-1.922779999999999845e+01,-2.328547000000000082e+02,1.700732299999999896e+03
-1.954429999999999978e+01,-2.330263999999999953e+02,1.699955500000000029e+03
-1.986870000000000047e+01,-2.331904000000000110e+02,1.699180100000000039e+03
-2.020299999999999940e+01,-2.333401000000000067e+02,1.698404299999999921e+03
-2.054589999999999961e+01,-2.334684000000000026e+02,1.697625700000000052e+03
-2.089290000000000092e+01,-2.335689999999999884e+02,1.696841699999999946e+03
-2.123730000000000118e+01,-2.336370000000000005e+02,1.696050300000000107e+03
-2.157140000000000057e+01,-2.336697000000000060e+02,1.695249900000000025e+03
-2.188739999999999952e+01,-2.336665000000000134e+02,1.694439900000000080e+03
-2.217930000000000135e+01,-2.336288000000000125e+02,1.693620499999999993e+03
-2.244350000000000023e+01,-2.335600000000000023e+02,1.692792799999999943e+03
-2.267879999999999896e+01,-2.334644999999999868e+02,1.691958399999999983e+03
-2.288629999999999853e+01,-2.333474999999999966e+02,1.691119099999999889e+03
-2.306879999999999953e+01,-2.332144999999999868e+02,1.690276499999999942e+03
-2.322899999999999920e+01,-2.330706000000000131e+02,1.689432000000000016e+03
-2.336899999999999977e+01,-2.329209999999999923e+02,1.688586299999999937e+03
-2.348959999999999937e+01,-2.327699000000000069e+02,1.687739800000000059e+03
